restaurant, days
"The Curtis Club","Monday-Tuesday 7:00am-11:30pm / Wednesday 8:15am-2:30am / Thursday 12:30pm-10:45pm / Friday-Saturday 5:45pm-9:00pm / Sunday 11:15am-10:00pm"
"DiFranco's","Monday 7:30am-4:15pm / Tuesday,Thursday 6:30am-7:45pm / Wednesday,Sunday 11:15am-5:45pm / Friday 8:00am-8:15pm / Saturday 3:15pm-10:00pm"
"Elway's Cherry Creek","Monday 4:00pm-2:00am / Tuesday-Wednesday 5:45pm-8:30pm / Thursday-Friday 6:15am-10:00am / Saturday 1:45pm-4:15pm / Sunday 12:30pm-6:30pm"
"Rio Del Sol","Monday 5:15pm-8:30pm / Tuesday 1:00pm-1:15am / Wednesday 6:00am-5:15pm / Thursday-Friday 11:30am-1:00pm / Saturday 6:15am-9:00pm / Sunday 6:00am-12:15pm"
"Fruition Restaurant","Monday 11:30am-3:30pm / Tuesday 1:15pm-2:45am / Wednesday,Sunday 5:15pm-10:15pm / Thursday 12:15pm-12:45pm / Friday 5:30am-9:45pm / Saturday 6:30am-7:30pm"
"Altitude Restaurant -Hyatt Regency Denver","Monday 1:15pm-1:15am / Tuesday 5:15pm-2:00am / Wednesday 4:45pm-8:45pm / Thursday 9:30am-9:45pm / Friday 1:00pm-2:15am / Saturday-Sunday 7:45am-3:00pm"
"Palm Restaurant -Denver","Monday,Friday 9:00am-2:00am / Tuesday-Wednesday 11:45am-12:00pm / Thursday,Saturday 6:15am-1:30pm / Sunday 7:45am-8:15am"
"Canyon Chop House","Monday 11:15am-6:15pm / Tuesday-Wednesday 10:30am-11:30pm / Thursday-Friday,Sunday 9:15am-8:30pm / Saturday 9:30am-5:30pm"
"BRASSERIE TEN TEN","Sunday-Monday 6:00am-11:30am / Tuesday 7:15am-3:15am / Wednesday 9:15am-9:30pm / Thursday,Saturday 1:45pm-2:15am / Friday 9:30am-9:00pm"
"Plato's Restaurant","Monday,Wednesday,Saturday 8:30am-12:45pm / Tuesday 6:15am-7:15pm / Thursday-Friday 1:00pm-6:30pm / Sunday 2:30pm-12:45pm"
"Maggiano's -Denver South","Monday,Thursday-Friday 11:30am-2:15pm / Tuesday 4:30pm-6:30pm / Wednesday 2:15pm-4:45pm / Saturday 8:45am-9:15pm / Sunday 5:45am-7:00am"
"Left Bank Restaurant","Monday,Wednesday 4:15pm-11:15pm / Tuesday 5:00pm-3:30am / Thursday-Friday 5:00am-7:00am / Saturday 4:15pm-1:00am / Sunday 6:15am-10:00am"
"Second Home Kitchen & Bar","Monday,Saturday 11:00am-1:00am / Tuesday 9:15am-2:30pm / Wednesday 2:00pm-2:30am / Thursday 9:00am-1:45am / Friday 3:30pm-1:30am / Sunday 4:45pm-6:00pm"
"Sullivan's Steakhouse -Denver","Monday,Wednesday 12:15pm-3:00pm / Tuesday 6:15am-4:00pm / Thursday-Friday 4:15pm-12:00pm / Saturday 2:00pm-6:30pm / Sunday 4:45pm-1:30am"
"Locanda Del Borgo","Monday 11:00am-1:45am / Tuesday 8:15am-2:00am / Wednesday 10:45am-1:45am / Thursday-Friday 2:45pm-3:45pm / Saturday 7:00am-9:45pm / Sunday 12:15pm-11:00pm"
"Ajax Tavern","Monday-Tuesday 11:00am-8:00pm / Wednesday 9:15am-11:30am / Thursday,Sunday 11:00am-4:45pm / Friday 6:15am-7:30pm / Saturday 9:30am-11:00pm"
"Vines Wine Bar","Monday,Wednesday 2:00pm-10:45pm / Tuesday,Thursday 9:00am-2:00pm / Friday 1:30pm-12:45pm / Saturday 9:15am-3:30pm / Sunday 2:15pm-10:45pm"
"Flagstaff House","Monday-Tuesday 6:30am-8:30am / Wednesday 7:15am-1:30am / Thursday 6:00am-8:30pm / Friday 11:30am-7:15pm / Saturday 9:45am-12:15pm / Sunday 8:00am-6:15pm"
"Cucina Colore","Monday 2:00pm-10:15pm / Tuesday 4:45pm-2:30am / Wednesday 2:45pm-6:00pm / Thursday,Sunday 3:30pm-6:30pm / Friday 12:15pm-6:45pm / Saturday 1:30pm-7:00pm"
"Restaurant Fourteen Seventy Two","Monday 2:00pm-3:15am / Tuesday 2:45pm-5:15pm / Wednesday-Thursday 9:30am-4:00pm / Friday 3:45pm-3:30am / Saturday 6:15am-6:00pm / Sunday 3:00pm-7:15pm"
"Black Cat","Monday-Tuesday 8:45am-11:45pm / Wednesday,Friday 5:00pm-1:30am / Thursday 1:00pm-6:00pm / Saturday-Sunday 11:45am-3:00pm"
"Max Gill and Grill","Sunday-Monday,Wednesday 12:30pm-3:30am / Tuesday,Thursday 12:15pm-5:45pm / Friday 12:30pm-11:30pm / Saturday 4:45pm-7:15pm"
"The Summit Steakhouse","Monday 3:45pm-6:45pm / Tuesday-Wednesday 1:00pm-10:45pm / Thursday 5:00am-2:00pm / Friday 4:15pm-3:30am / Saturday 6:45am-12:30pm / Sunday 7:45am-10:30am"
"Brexi","Sunday-Monday,Wednesday-Thursday 4:00pm-7:45pm / Tuesday 6:45am-1:30pm / Friday 5:00am-2:00pm / Saturday 7:45am-7:30pm"
"North -Denver","Monday 4:45pm-3:45am / Tuesday-Wednesday 7:30am-11:00pm / Thursday 5:00am-12:00pm / Friday 5:45am-10:45pm / Saturday-Sunday 5:00am-2:00pm"
"Ya Ya's Euro Bistro","Monday-Wednesday 10:15am-3:00am / Thursday 1:15pm-9:45pm / Friday 7:00am-11:30pm / Saturday 8:30am-11:15am / Sunday 10:00am-12:00pm"
"La Tour","Monday 12:00pm-1:30pm / Tuesday 6:45am-3:30am / Wednesday 4:00pm-10:30pm / Thursday 9:45am-11:30pm / Friday 10:45am-12:15pm / Saturday 5:30am-9:15am / Sunday 6:15am-12:00pm"
"Vista at Arrowhead","Monday,Wednesday 8:30am-10:30am / Tuesday,Thursday 5:15pm-12:30pm / Friday,Sunday 5:30am-4:45pm / Saturday 2:30pm-7:45pm"
"Gabriel's Restaurant","Monday,Thursday 5:00am-6:45pm / Tuesday 6:30am-10:15am / Wednesday 5:00pm-1:30am / Friday 4:45pm-8:15pm / Saturday-Sunday 12:30pm-11:15pm"
"Venice Ristorante & Wine Bar","Monday,Friday 12:45pm-2:30am / Tuesday 10:15am-12:30pm / Wednesday 4:45pm-5:30pm / Thursday 7:45am-8:00am / Saturday 5:00pm-1:00am / Sunday 12:30pm-12:45pm"
"Comida -Longmont","Monday 4:45pm-3:45am / Tuesday 5:30am-10:30pm / Wednesday 6:00am-1:00am / Thursday,Saturday 7:15am-8:45am / Friday 9:45am-8:30pm / Sunday 4:00pm-10:30pm"
"Luca","Monday,Thursday 5:45pm-1:15am / Tuesday 6:45am-9:45pm / Wednesday,Sunday 12:30pm-1:00am / Friday-Saturday 12:30pm-2:45am"
"Glaze by Sasa","Monday 4:15pm-11:15pm / Tuesday,Saturday 6:00am-1:15pm / Wednesday 3:45pm-12:00pm / Thursday 4:00pm-3:00am / Friday 9:45am-12:45pm / Sunday 2:30pm-1:00am"
"Tamayo Restaurant","Monday 4:00pm-11:30pm / Tuesday 4:45pm-10:15pm / Wednesday-Thursday 12:30pm-8:15pm / Friday,Sunday 2:00pm-10:30pm / Saturday 7:45am-9:30am"
"Ambli Gourmet Eatery & Wine","Monday-Tuesday,Friday 7:45am-11:45am / Wednesday,Saturday 4:45pm-3:15am / Thursday 3:15pm-5:45pm / Sunday 10:00am-12:00pm"
"Meritage at the Omni Interlocken Resort","Monday 10:45am-4:30pm / Tuesday 8:15am-2:45am / Wednesday 12:00pm-11:45pm / Thursday 1:15pm-4:45pm / Friday-Saturday 2:15pm-7:15pm / Sunday 5:00am-7:00am"
"Ellyngton's at the Brown Palace","Monday 5:30pm-12:00pm / Tuesday,Thursday,Saturday 2:00pm-9:00pm / Wednesday 3:30pm-2:45am / Friday 12:45pm-2:15pm / Sunday 3:30pm-11:00pm"
"Vail Chophouse","Monday 1:45pm-11:30pm / Tuesday-Wednesday,Saturday 4:45pm-6:00pm / Thursday 2:00pm-3:00pm / Friday 5:00am-12:00pm / Sunday 2:30pm-12:00pm"
"Briarhurst Manor","Monday,Wednesday 11:00am-1:15pm / Tuesday 8:00am-3:00pm / Thursday 3:45pm-9:15pm / Friday 6:30am-11:45pm / Saturday 5:00am-11:00am / Sunday 5:45am-2:30am"
"The Village Table","Sunday-Monday 4:15pm-2:15am / Tuesday-Wednesday,Friday 8:45am-4:00pm / Thursday,Saturday 2:15pm-2:00am"
"Honga's Lotus Petal","Monday-Tuesday,Thursday 5:15am-12:30pm / Wednesday 9:30am-1:00am / Friday 12:00pm-3:45am / Saturday 5:00am-7:15pm / Sunday 5:30am-9:15am"
"The Front","Monday-Tuesday,Saturday 6:15am-8:00am / Wednesday-Friday,Sunday 2:30pm-12:45pm"
"Juniper Restaurant","Monday,Friday 11:45am-8:45pm / Tuesday 1:45pm-5:15pm / Wednesday 2:30pm-5:30pm / Thursday 4:30pm-11:00pm / Saturday 9:45am-10:00am / Sunday 4:30pm-2:30am"
"Gashouse Restaurant","Monday 9:00am-2:45pm / Tuesday,Friday 12:15pm-3:15pm / Wednesday 4:45pm-1:00am / Thursday 4:30pm-6:30pm / Saturday 5:15am-7:45am / Sunday 10:45am-2:45am"
"Spago -Bachelor Gulch","Monday,Wednesday-Thursday 4:00pm-7:45pm / Tuesday 1:00pm-2:45pm / Friday 7:45am-2:30pm / Saturday 3:00pm-10:00pm / Sunday 5:30pm-12:45pm"
"Chimney Park","Monday 4:30pm-12:00pm / Tuesday 6:30am-7:15pm / Wednesday 11:15am-3:15am / Thursday 7:30am-12:15pm / Friday 7:45am-12:15pm / Saturday 3:00pm-5:00pm / Sunday 4:45pm-6:15pm"
"Keys on the Green","Monday-Tuesday,Friday 8:30am-2:45pm / Wednesday,Sunday 1:00pm-6:15pm / Thursday 12:45pm-12:15pm / Saturday 4:30pm-8:15pm"
"McCormick's Fish House -Denver","Monday,Friday 2:00pm-2:00am / Tuesday 6:00am-3:00pm / Wednesday 10:45am-1:00pm / Thursday 1:15pm-2:45am / Saturday 10:30am-2:00am / Sunday 5:45am-8:00am"
"Mizuna","Monday 11:30am-10:15pm / Tuesday 1:45pm-2:45pm / Wednesday-Thursday 12:00pm-6:00pm / Friday 12:45pm-11:45pm / Saturday 1:45pm-4:30pm / Sunday 1:45pm-11:00pm"
"La Fondue","Sunday-Tuesday 5:30am-6:00pm / Wednesday 5:30pm-11:30pm / Thursday,Saturday 5:15pm-11:45pm / Friday 4:15pm-8:15pm"
"Modis","Monday 11:15am-5:00pm / Tuesday 6:00am-1:45am / Wednesday,Friday-Saturday 5:00pm-2:45am / Thursday 12:00pm-9:00pm / Sunday 6:00am-10:45am"
"Citron Bistro","Monday,Friday 1:00pm-12:30pm / Tuesday 7:15am-12:30pm / Wednesday 7:15am-6:00pm / Thursday 2:15pm-5:30pm / Saturday 1:45pm-8:45pm / Sunday 5:45pm-10:45pm"
"Harwigs","Monday-Tuesday 7:15am-8:30pm / Wednesday 3:00pm-7:30pm / Thursday 5:30am-3:30am / Friday-Saturday 11:15am-2:00pm / Sunday 2:15pm-1:45am"
"Sugarbeet","Monday 4:15pm-12:00pm / Tuesday 11:30am-3:15pm / Wednesday,Saturday 9:30am-12:45pm / Thursday 11:15am-5:45pm / Friday 9:30am-5:45pm / Sunday 6:00am-8:45am"
"Prime Steakhouse","Monday 9:30am-2:15pm / Tuesday 3:15pm-9:45pm / Wednesday 10:30am-11:45pm / Thursday 11:00am-10:15pm / Friday 4:30pm-3:45am / Saturday 4:15pm-8:15pm / Sunday 11:00am-8:30pm"
"The Blue Star","Monday 6:00am-10:15pm / Tuesday,Thursday 12:45pm-4:00pm / Wednesday,Friday 1:30pm-2:30pm / Saturday 1:00pm-4:00pm / Sunday 1:30pm-3:00am"
"The Corner Office Restaurant and Martini Bar Denver","Monday 12:30pm-12:15pm / Tuesday 11:00am-8:15pm / Wednesday,Friday 5:15pm-11:45pm / Thursday,Saturday-Sunday 2:15pm-9:45pm"
"Maggiano's -Denver Pavilions","Monday 5:30am-11:30am / Tuesday-Wednesday,Sunday 4:45pm-6:00pm / Thursday-Friday 2:00pm-4:15pm / Saturday 4:00pm-12:00pm"
"Cafe Prague","Monday,Friday 11:15am-11:00pm / Tuesday 5:00pm-3:00am / Wednesday 11:15am-1:30am / Thursday 7:45am-10:30pm / Saturday 12:15pm-7:15pm / Sunday 7:30am-7:00pm"
"La Marmotte","Monday,Saturday 1:00pm-2:00am / Tuesday 12:45pm-2:00am / Wednesday,Friday 5:30am-9:00am / Thursday 1:30pm-1:45am / Sunday 7:15am-1:45am"
"Cafe Aion","Monday-Thursday 1:45pm-12:30pm / Friday 4:00pm-9:45pm / Saturday 3:15pm-2:30am / Sunday 5:30pm-1:15am"
"The Metropolitan Grill","Monday 5:15am-5:15pm / Tuesday-Wednesday 5:00am-6:00am / Thursday 2:45pm-2:30am / Friday-Saturday 6:15am-10:00am / Sunday 3:00pm-6:45pm"
"iFish Japanese Grill & Sushi Bar","Monday,Saturday 5:30am-12:30pm / Tuesday 5:15am-1:00am / Wednesday 2:15pm-7:30pm / Thursday 12:45pm-6:00pm / Friday,Sunday 5:15pm-2:00am"
"Lancelot Restaurant","Monday 12:15pm-11:15pm / Tuesday 7:45am-2:15am / Wednesday,Friday 11:30am-3:15pm / Thursday 10:15am-2:45am / Saturday-Sunday 2:15pm-3:30am"
"L'ATELIER -Boulder","Monday-Tuesday 9:00am-6:30pm / Wednesday 2:15pm-9:15pm / Thursday,Saturday 12:30pm-2:15am / Friday 12:00pm-4:00pm / Sunday 2:45pm-7:30pm"
"Trecento Quindici Decano","Monday,Wednesday-Thursday,Saturday 9:15am-10:45am / Tuesday 8:00am-2:45pm / Friday 3:30pm-1:15am / Sunday 12:00pm-10:45pm"
"Vesta Dipping Grill","Monday,Wednesday 3:45pm-4:45pm / Tuesday 11:00am-2:45pm / Thursday 6:00am-9:00am / Friday 4:15pm-1:00am / Saturday 3:30pm-11:45pm / Sunday 5:30am-10:45pm"
"Maxwell's Steakhouse","Monday-Tuesday,Thursday 1:30pm-4:45pm / Wednesday 6:45am-7:00pm / Friday 9:00am-8:15pm / Saturday 12:30pm-11:45pm / Sunday 10:00am-2:15am"
"Trapper's Chop House","Monday 3:30pm-6:45pm / Tuesday 9:30am-10:00pm / Wednesday 7:15am-4:45pm / Thursday 5:45am-7:45am / Friday-Saturday 10:15am-2:45am / Sunday 6:45am-2:30am"
"Il Posto","Monday 1:45pm-7:00pm / Tuesday 5:15am-11:45am / Wednesday 11:00am-10:15pm / Thursday 3:00pm-12:00pm / Friday 4:45pm-6:45pm / Saturday 5:00pm-9:15pm / Sunday 8:00am-5:45pm"
"Russell's","Monday-Wednesday 1:30pm-6:45pm / Thursday 9:45am-2:30am / Friday 8:45am-11:00pm / Saturday 5:30am-6:30pm / Sunday 3:15pm-11:30pm"
"La Bottega -Vail","Monday 10:30am-8:15pm / Tuesday,Thursday 10:00am-11:30am / Wednesday 12:15pm-6:00pm / Friday-Saturday 4:45pm-9:15pm / Sunday 1:45pm-11:45pm"
"Guard & Grace","Monday,Wednesday 10:30am-6:00pm / Tuesday 9:30am-12:45pm / Thursday 12:30pm-6:45pm / Friday 9:45am-2:30am / Saturday 3:00pm-12:30pm / Sunday 7:00am-12:00pm"
"Punch Bowl Social Denver","Monday-Tuesday 2:15pm-4:15pm / Wednesday,Saturday 4:45pm-9:30pm / Thursday 5:30am-11:15pm / Friday 2:45pm-1:15am / Sunday 1:45pm-9:45pm"
"The Kitchen -Fort Collins","Monday-Tuesday,Thursday 4:15pm-1:00am / Wednesday 12:30pm-1:00am / Friday 4:15pm-10:15pm / Saturday 6:00am-7:00pm / Sunday 2:30pm-12:30pm"
"Afternoon Tea at the Brown Palace","Monday-Tuesday 3:15pm-12:30pm / Wednesday,Friday 4:15pm-10:00pm / Thursday 1:45pm-1:30am / Saturday 1:15pm-8:30pm / Sunday 10:30am-12:00pm"
"Campo de Fiori -Vail","Monday-Tuesday 5:15am-2:15am / Wednesday,Friday 10:30am-3:00am / Thursday 11:30am-9:30pm / Saturday 8:45am-6:45pm / Sunday 2:15pm-1:45am"
"Rialto Cafe","Monday,Wednesday 1:45pm-6:00pm / Tuesday 4:30pm-3:30am / Thursday 12:00pm-10:30pm / Friday-Saturday 4:15pm-8:30pm / Sunday 6:15am-9:45pm"
"Leonora","Monday-Tuesday,Thursday 10:30am-12:30pm / Wednesday 4:30pm-9:30pm / Friday 4:30pm-3:30am / Saturday 6:15am-10:45pm / Sunday 8:00am-12:30pm"
"Palace Arms at the Brown Palace","Monday,Thursday,Saturday 7:00am-2:15am / Tuesday 6:45am-12:15pm / Wednesday 3:45pm-10:45pm / Friday,Sunday 5:30am-12:30pm"
"Zengo","Monday 11:00am-2:30am / Tuesday-Wednesday,Saturday 4:00pm-11:45pm / Thursday 12:00pm-4:00pm / Friday 1:00pm-10:15pm / Sunday 4:00pm-12:00pm"
"La Bella Vita","Monday-Tuesday 12:00pm-7:15pm / Wednesday,Saturday 5:30am-9:00pm / Thursday 5:15am-9:45am / Friday,Sunday 10:00am-8:00pm"
"Vin48 Restaurant Wine Bar","Monday,Thursday 8:45am-8:30pm / Tuesday 6:45am-6:45pm / Wednesday 5:30pm-12:00pm / Friday 9:45am-9:45pm / Saturday 2:45pm-2:00am / Sunday 7:45am-6:00pm"
"Cedar Creek Pub","Monday 12:00pm-2:45pm / Tuesday 12:45pm-2:15am / Wednesday,Friday 9:45am-11:00pm / Thursday 1:30pm-5:15pm / Saturday 6:15am-10:00am / Sunday 8:15am-9:15am"
"Rio Grande -Denver","Monday 6:15am-10:45am / Tuesday 7:30am-10:30am / Wednesday 7:00am-12:30pm / Thursday,Sunday 1:30pm-1:45am / Friday 5:00am-11:45pm / Saturday 5:15pm-12:30pm"
"Corridor 44","Monday 1:30pm-7:00pm / Tuesday,Saturday 6:45am-2:00am / Wednesday 5:30pm-2:15am / Thursday 11:45am-10:15pm / Friday 11:00am-8:45pm / Sunday 1:15pm-3:45am"
"15Fifty-Sheraton -Starwood","Monday 6:00am-8:30pm / Tuesday-Wednesday 6:45am-3:00pm / Thursday 6:15am-8:30am / Friday 4:00pm-10:15pm / Saturday 1:30pm-11:45pm / Sunday 6:30am-8:15am"
"Coral Room Highlands","Monday 5:15pm-7:45pm / Tuesday 1:30pm-9:00pm / Wednesday-Friday 6:45am-3:00am / Saturday 6:00am-4:45pm / Sunday 3:30pm-10:00pm"
"Rev","Monday,Wednesday 5:30am-2:15pm / Tuesday 10:00am-8:30pm / Thursday 11:45am-2:00am / Friday 4:45pm-11:45pm / Saturday 10:45am-11:30pm / Sunday 5:45pm-2:30am"
"Pepi's Restaurant & Bar","Monday 7:45am-8:30am / Tuesday-Wednesday 2:15pm-8:45pm / Thursday 5:45pm-11:15pm / Friday 11:45am-10:00pm / Saturday 11:45am-2:45am / Sunday 11:30am-6:15pm"
"Simms Steakhouse","Sunday-Monday 6:30am-9:15pm / Tuesday,Thursday 5:45am-9:45pm / Wednesday 11:45am-3:00am / Friday 9:30am-4:45pm / Saturday 10:45am-12:15pm"
"Volta Mediterranean Restaurant","Monday 12:00pm-3:00pm / Tuesday 11:15am-12:15pm / Wednesday 4:45pm-1:00am / Thursday,Sunday 6:45am-4:45pm / Friday-Saturday 9:45am-12:45pm"
"Tajine Alami","Monday-Tuesday 3:00pm-2:15am / Wednesday,Friday,Sunday 1:30pm-7:15pm / Thursday 6:15am-4:45pm / Saturday 6:45am-10:00pm"
"The SteakHouse","Monday 5:15pm-11:15pm / Tuesday-Wednesday 5:45am-2:15am / Thursday 6:30am-7:15pm / Friday 1:00pm-6:30pm / Saturday 4:45pm-7:00pm / Sunday 2:45pm-3:45am"
"Elway's Vail","Monday-Tuesday 2:30pm-6:00pm / Wednesday 6:00am-11:45am / Thursday,Sunday 1:00pm-7:45pm / Friday 8:30am-2:30am / Saturday 1:15pm-1:15am"
"Spruce Farm & Fish","Sunday-Monday,Wednesday 12:45pm-3:45am / Tuesday 3:15pm-3:30am / Thursday 3:30pm-3:45am / Friday 11:00am-3:30pm / Saturday 7:00am-3:15pm"
"Black Hat Cattle Co.","Monday-Tuesday 3:30pm-3:30am / Wednesday 7:30am-1:00am / Thursday 8:30am-12:30pm / Friday 3:15pm-11:00pm / Saturday-Sunday 11:45am-2:30am"
"Bistro Barbes","Monday 5:00pm-6:00pm / Tuesday 1:15pm-7:15pm / Wednesday 9:00am-8:00pm / Thursday-Friday 12:30pm-3:30am / Saturday-Sunday 10:45am-6:30pm"
"Cosmopolitan -Telluride","Monday 10:15am-11:45pm / Tuesday-Wednesday,Sunday 5:00pm-2:00am / Thursday 12:00pm-1:45am / Friday 8:45am-5:30pm / Saturday 8:00am-2:45am"
"Soko Sushi & Sake bar","Monday 5:45pm-11:00pm / Tuesday,Sunday 8:45am-10:00am / Wednesday 5:30am-3:15am / Thursday-Friday 12:30pm-2:45pm / Saturday 12:30pm-2:30pm"
"Grappa Italian Bistro","Monday-Tuesday 4:00pm-10:45pm / Wednesday 11:00am-6:45pm / Thursday 2:45pm-5:45pm / Friday 3:30pm-6:15pm / Saturday 1:00pm-9:45pm / Sunday 3:15pm-3:00am"
"Comida -Denver","Monday-Tuesday 9:30am-3:45am / Wednesday 11:15am-2:15pm / Thursday 8:15am-12:45pm / Friday-Saturday 12:15pm-7:15pm / Sunday 5:45am-3:45pm"
"Hooked","Monday-Tuesday 9:45am-12:00pm / Wednesday 10:30am-3:30am / Thursday 7:15am-11:30pm / Friday 12:30pm-2:45pm / Saturday 4:45pm-3:45am / Sunday 3:45pm-2:30am"
"Palmyra at The Peaks","Monday,Thursday 3:15pm-4:45pm / Tuesday-Wednesday,Saturday 10:30am-11:30am / Friday 1:30pm-9:30pm / Sunday 4:45pm-2:00am"
"Namaste India","Monday 6:30am-6:15pm / Tuesday 5:00pm-9:30pm / Wednesday 1:15pm-2:00pm / Thursday 1:30pm-11:30pm / Friday 9:15am-11:00am / Saturday 5:00pm-12:45pm / Sunday 6:00am-10:00pm"
"La Cave Wine Bar & Boutique","Monday 1:00pm-6:00pm / Tuesday 9:00am-8:00pm / Wednesday 7:30am-11:15pm / Thursday 8:30am-1:30am / Friday 7:15am-1:15am / Saturday 12:00pm-1:30am / Sunday 3:00pm-10:30pm"
"Kevin Taylor's At The Opera House","Monday-Wednesday,Saturday 4:30pm-9:30pm / Thursday 10:30am-5:00pm / Friday 2:00pm-2:30am / Sunday 11:15am-2:15pm"
"Cafe Terra Cotta","Monday-Tuesday 9:15am-4:15pm / Wednesday,Friday 6:30am-12:30pm / Thursday 5:45am-1:30am / Saturday 1:30pm-3:00am / Sunday 11:30am-10:00pm"
"Zeno Aspen","Sunday-Monday 12:15pm-3:00pm / Tuesday 7:15am-12:15pm / Wednesday 5:15pm-10:00pm / Thursday-Friday 5:45am-9:15am / Saturday 5:15pm-10:15pm"
"E3 Chophouse","Monday,Friday 7:00am-8:45pm / Tuesday 9:00am-3:30pm / Wednesday 6:30am-8:30am / Thursday 8:30am-2:45pm / Saturday-Sunday 5:45pm-2:15am"
"Lower48 Kitchen","Monday 2:00pm-4:00pm / Tuesday 5:30pm-11:15pm / Wednesday 10:45am-2:15am / Thursday 11:15am-5:00pm / Friday-Saturday 5:00pm-3:00am / Sunday 4:00pm-10:15pm"
"Los Chingones","Monday 4:00pm-6:15pm / Tuesday-Wednesday 4:15pm-7:15pm / Thursday,Sunday 4:15pm-12:15pm / Friday 4:30pm-12:15pm / Saturday 8:00am-10:45am"
"Root Down","Monday 8:00am-11:00pm / Tuesday 9:15am-9:30pm / Wednesday 5:45am-10:45pm / Thursday-Saturday 7:15am-10:30pm / Sunday 3:30pm-2:45am"
"The Berkshire","Monday-Tuesday 3:00pm-3:45am / Wednesday 7:00am-3:15pm / Thursday 4:15pm-9:45pm / Friday,Sunday 10:15am-4:00pm / Saturday 6:00am-12:00pm"
"Black Pearl Restaurant","Monday 1:30pm-8:30pm / Tuesday-Thursday 2:30pm-5:00pm / Friday 9:30am-5:30pm / Saturday 11:00am-12:30pm / Sunday 3:15pm-10:15pm"
"Ken & Sue's","Monday 5:45am-8:45am / Tuesday 8:15am-10:30pm / Wednesday 10:15am-10:15pm / Thursday 10:45am-7:30pm / Friday-Saturday 11:00am-6:45pm / Sunday 5:30pm-11:30pm"
"The Wild Fig","Monday-Tuesday 2:30pm-5:15pm / Wednesday 2:00pm-3:15pm / Thursday 5:30am-11:15pm / Friday 2:15pm-10:00pm / Saturday 9:15am-2:15am / Sunday 3:00pm-6:00pm"
"Eolus Bar & Dining","Monday-Tuesday,Friday 3:45pm-10:45pm / Wednesday 5:30am-9:15am / Thursday,Sunday 7:15am-12:30pm / Saturday 9:00am-4:45pm"
"The Dredge Restaurant","Monday 3:15pm-1:00am / Tuesday 5:15am-11:15am / Wednesday 7:00am-8:15pm / Thursday 5:30pm-9:45pm / Friday 3:30pm-7:30pm / Saturday 3:00pm-10:45pm / Sunday 7:15am-8:00pm"
"Indulge French Bistro by William Wahl","Monday 12:15pm-1:45am / Tuesday-Wednesday 2:00pm-7:30pm / Thursday,Sunday 11:15am-7:15pm / Friday 10:00am-7:15pm / Saturday 12:15pm-11:00pm"
"Castle Peak Grille","Monday,Thursday 1:00pm-9:30pm / Tuesday-Wednesday 5:45am-4:00pm / Friday 5:00pm-9:45pm / Saturday 10:45am-1:15pm / Sunday 10:30am-2:45pm"
"Hapa Sushi Grill & Sake Bar -Cherry Creek","Monday 12:45pm-10:00pm / Tuesday,Thursday 5:30pm-9:30pm / Wednesday 8:45am-9:00am / Friday 10:15am-5:45pm / Saturday 2:15pm-3:15pm / Sunday 11:45am-9:15pm"
"Bones","Monday 7:30am-11:15pm / Tuesday 2:30pm-12:45pm / Wednesday,Sunday 9:15am-3:00am / Thursday,Saturday 10:00am-10:30pm / Friday 11:15am-7:45pm"
"Jay's Bistro","Monday-Tuesday 6:45am-11:00am / Wednesday 5:00pm-1:15am / Thursday,Sunday 3:00pm-3:45am / Friday 5:45am-11:45pm / Saturday 5:45am-9:15am"
"Table Mountain Grill and Cantina","Sunday-Monday 5:15pm-9:45pm / Tuesday-Thursday 6:45am-3:15pm / Friday 3:30pm-3:00am / Saturday 8:15am-4:45pm"
"Pikkas","Monday 9:00am-6:45pm / Tuesday 12:15pm-10:45pm / Wednesday,Friday,Sunday 10:15am-12:15pm / Thursday 11:15am-2:00pm / Saturday 6:00am-10:30pm"
"Lime an American Cantina","Monday,Friday 11:00am-12:00pm / Tuesday 9:15am-10:00pm / Wednesday-Thursday 8:00am-4:45pm / Saturday 7:15am-1:00pm / Sunday 4:30pm-5:30pm"
"Town","Monday,Wednesday 7:00am-5:00pm / Tuesday 3:15pm-8:45pm / Thursday 1:00pm-3:30am / Friday 3:15pm-10:45pm / Saturday 5:15am-4:45pm / Sunday 1:30pm-6:45pm"
"8100 Mountainside Bar & Grill","Monday-Thursday 11:30am-3:30pm / Friday 10:45am-10:00pm / Saturday 4:15pm-1:45am / Sunday 10:45am-9:15pm"
"The Exchange Tavern","Monday,Friday 1:00pm-2:45pm / Tuesday 9:00am-5:00pm / Wednesday 9:15am-4:45pm / Thursday 9:15am-11:45pm / Saturday 10:15am-6:00pm / Sunday 12:15pm-3:45am"
"J. Alexander's -Denver","Monday 2:45pm-7:30pm / Tuesday,Thursday 12:00pm-11:30pm / Wednesday 11:00am-1:45am / Friday 4:00pm-10:00pm / Saturday 3:00pm-2:15am / Sunday 2:00pm-12:15pm"
"Frasca Food and Wine","Monday 1:30pm-2:00pm / Tuesday 3:00pm-4:00pm / Wednesday 11:15am-2:45pm / Thursday 5:30am-7:15pm / Friday 6:45am-9:00pm / Saturday 1:00pm-2:30am / Sunday 7:00am-6:15pm"
